Proof	Picture	Message
DexQuery.069.bmp	touch.bmp	TASK PREVIEW: You will press, hold and release each indicated location on Touch Screen.
DexQuery.070.bmp	BeltsSeated.bmp	Take a seat in GRIP. Attach the restraint belts and attach the cuffs to your right wrist and elbow.
DexQuery.071.bmp	ok.bmp	Task completed.
DexQuery.072.bmp	confirm.bmp	Test complete. If you did not hear the beeps, check the hardware and then repeat this task.
DexQuery.073.bmp	ok.bmp	Test completed.
DexQuery.074.bmp	OpenRetainer.bmp	Unfold the retainer on the Workspace Tablet.
DexQuery.075.bmp	HoriTgts.bmp	Verify that Target LED is OFF again.\n(Horizontal Target 1)
DexQuery.076.bmp	HoriTgts.bmp	Verify that Target LED is OFF again.\n(Horizontal Target 10)
DexQuery.077.bmp	HoriTgts.bmp	Verify that Target LED is OFF again.\n(Horizontal Target 2)
DexQuery.078.bmp	HoriTgts.bmp	Verify that Target LED is OFF again.\n(Horizontal Target 3)
DexQuery.079.bmp	HoriTgts.bmp	Verify that Target LED is OFF again.\n(Horizontal Target 4)
DexQuery.080.bmp	HoriTgts.bmp	Verify that Target LED is OFF again.\n(Horizontal Target 5)
DexQuery.081.bmp	HoriTgts.bmp	Verify that Target LED is OFF again.\n(Horizontal Target 6)
DexQuery.082.bmp	HoriTgts.bmp	Verify that Target LED is OFF again.\n(Horizontal Target 7)
DexQuery.083.bmp	HoriTgts.bmp	Verify that Target LED is OFF again.\n(Horizontal Target 8)
DexQuery.084.bmp	HoriTgts.bmp	Verify that Target LED is OFF again.\n(Horizontal Target 9)
DexQuery.085.bmp	HoriTgts.bmp	Verify that Target LED is ON.\n(Horizontal Target 1)
DexQuery.086.bmp	HoriTgts.bmp	Verify that Target LED is ON.\n(Horizontal Target 10)
DexQuery.087.bmp	HoriTgts.bmp	Verify that Target LED is ON.\n(Horizontal Target 2)
DexQuery.088.bmp	HoriTgts.bmp	Verify that Target LED is ON.\n(Horizontal Target 3)
DexQuery.089.bmp	HoriTgts.bmp	Verify that Target LED is ON.\n(Horizontal Target 4)
DexQuery.090.bmp	HoriTgts.bmp	Verify that Target LED is ON.\n(Horizontal Target 5)
DexQuery.091.bmp	HoriTgts.bmp	Verify that Target LED is ON.\n(Horizontal Target 6)
DexQuery.092.bmp	HoriTgts.bmp	Verify that Target LED is ON.\n(Horizontal Target 7)
DexQuery.093.bmp	HoriTgts.bmp	Verify that Target LED is ON.\n(Horizontal Target 8)
DexQuery.094.bmp	HoriTgts.bmp	Verify that Target LED is ON.\n(Horizontal Target 9)
DexQuery.095.bmp	VertTgts.bmp	Verify that Target LED is ON.\n(Vertical Target 1)
DexQuery.096.bmp	VertTgts.bmp	Verify that Target LED is ON.\n(Vertical Target 10)
DexQuery.097.bmp	VertTgts.bmp	Verify that Target LED is ON.\n(Vertical Target 11)
DexQuery.098.bmp	VertTgts.bmp	Verify that Target LED is ON.\n(Vertical Target 12)
DexQuery.099.bmp	VertTgts.bmp	Verify that Target LED is ON.\n(Vertical Target 13)
DexQuery.100.bmp	VertTgts.bmp	Verify that Target LED is ON.\n(Vertical Target 2)
DexQuery.101.bmp	VertTgts.bmp	Verify that Target LED is ON.\n(Vertical Target 3)
DexQuery.102.bmp	VertTgts.bmp	Verify that Target LED is ON.\n(Vertical Target 4)
DexQuery.103.bmp	VertTgts.bmp	Verify that Target LED is ON.\n(Vertical Target 5)
DexQuery.104.bmp	VertTgts.bmp	Verify that Target LED is ON.\n(Vertical Target 6)
DexQuery.105.bmp	VertTgts.bmp	Verify that Target LED is ON.\n(Vertical Target 7)
DexQuery.106.bmp	VertTgts.bmp	Verify that Target LED is ON.\n(Vertical Target 8)
DexQuery.107.bmp	VertTgts.bmp	Verify that Target LED is ON.\n(Vertical Target 9)
DexQuery.108.bmp	AllTgtOn.bmp	Verify that all Target LEDs are ON.
DexQuery.109.bmp	VertTgts.bmp	Verify that target is OFF again.\n(Vertical Target 1)
DexQuery.110.bmp	VertTgts.bmp	Verify that target is OFF again.\n(Vertical Target 10)
DexQuery.111.bmp	VertTgts.bmp	Verify that target is OFF again.\n(Vertical Target 11)
DexQuery.112.bmp	VertTgts.bmp	Verify that target is OFF again.\n(Vertical Target 12)
DexQuery.113.bmp	VertTgts.bmp	Verify that target is OFF again.\n(Vertical Target 13)
DexQuery.114.bmp	VertTgts.bmp	Verify that target is OFF again.\n(Vertical Target 2)
DexQuery.115.bmp	VertTgts.bmp	Verify that target is OFF again.\n(Vertical Target 3)
DexQuery.116.bmp	VertTgts.bmp	Verify that target is OFF again.\n(Vertical Target 4)
DexQuery.117.bmp	VertTgts.bmp	Verify that target is OFF again.\n(Vertical Target 5)
DexQuery.118.bmp	VertTgts.bmp	Verify that target is OFF again.\n(Vertical Target 6)
DexQuery.119.bmp	VertTgts.bmp	Verify that target is OFF again.\n(Vertical Target 7)
DexQuery.120.bmp	VertTgts.bmp	Verify that target is OFF again.\n(Vertical Target 8)
DexQuery.121.bmp	VertTgts.bmp	Verify that target is OFF again.\n(Vertical Target 9)
DexQuery.122.bmp	confirm.bmp	You should have the heaviest mass in your hand. Notify COL-CC if it does not appear to have a GREATER inertia than the previous.
DexQuery.123.bmp	confirm.bmp	You should have the lightest mass in your hand. Notify COL-CC if it does not appear to have a LOWER inertia than the previous.
DexQuery.124.bmp	confirm.bmp	You should have the lightest mass in your hand. Shake it a bit to get a feel for its inertia.
DexQuery.125.bmp	confirm.bmp	You should have the medium mass in your hand. Notify COL-CC if it does not appear to have a GREATER inertia than the previous.
DexQuery.126.bmp	EyesClosed.bmp	You will perform the next set of discrete movements with eyes CLOSED. (But don't close them yet!).
DexQuery.127.bmp	Eyesopen.bmp	You will perform the next set of discrete movements with eyes OPEN.

DexState.001.bmp	blank.bmp	
DexState.002.bmp	volume.bmp	A series of beeps is being played for 10 seconds. Adjust the audio control until you hear them clearly.
DexState.003.bmp	working.bmp	Acquiring ...
DexState.004.bmp	wait.bmp	Acquiring baseline ...
DexState.005.bmp	ok.bmp	Analysis completed.
DexState.006.bmp	EyesClosed.bmp	CLOSE your eyes and start point-to-point movements.
DexState.007.bmp	wait.bmp	Checking collision forces ...
DexState.008.bmp	wait.bmp	Checking data ...
DexState.009.bmp	working.bmp	Checking data ...
DexState.010.bmp	wait.bmp	Checking field of view ...
DexState.011.bmp	wait.bmp	Checking for movement ...
DexState.012.bmp	wait.bmp	Checking for number of movements ...
DexState.013.bmp	wait.bmp	Checking hardware configuration ...
DexState.014.bmp	wait.bmp	Checking number of Oscillations ...
DexState.015.bmp	wait.bmp	Checking tracker alignment ...
DexState.016.bmp	wait.bmp	Checking tracker placement ...
DexState.017.bmp	wait.bmp	Checking visibility ...
DexState.018.bmp	PrgBarF.bmp	Completed.
DexState.019.bmp	working.bmp	Continue oscillating movements.\nMaintain the same rhythm.
DexState.020.bmp	rub.bmp	Continue to squeeze FIRMLY and rub up and down for 15 seconds.
DexState.021.bmp	rub.bmp	Continue to squeeze LIGHTLY and rub up and down for 15 seconds.
DexState.022.bmp	rub.bmp	Continue to squeeze MODERATELY and rub up and down for 15 seconds.
DexState.023.bmp	ok.bmp	Force offsets nullified.
DexState.024.bmp	PrgBar2.bmp	Keep rubbing. Need more slips.
DexState.025.bmp	PrgBar4.bmp	Keep rubbing. Need more slips.
DexState.026.bmp	PrgBar6.bmp	Keep rubbing. Need more slips.
DexState.027.bmp	PrgBar8.bmp	Keep rubbing. Need more slips.
DexState.028.bmp	PrgBarF.bmp	Keep rubbing. Need more slips.
DexState.029.bmp	working.bmp	Maintian grip.
DexState.030.bmp	working.bmp	Move quickly to each lighted target. Don't start early. Stop at each target.
DexState.031.bmp	working.bmp	Move to blinking target.
DexState.032.bmp	MvToBlkH.bmp	Move to blinking target.\n(Horizontal Target 1)
DexState.033.bmp	MvToBlkH.bmp	Move to blinking target.\n(Horizontal Target 10)
DexState.034.bmp	MvToBlkH.bmp	Move to blinking target.\n(Horizontal Target 2)
DexState.035.bmp	MvToBlkH.bmp	Move to blinking target.\n(Horizontal Target 3)
DexState.036.bmp	MvToBlkH.bmp	Move to blinking target.\n(Horizontal Target 4)
DexState.037.bmp	MvToBlkH.bmp	Move to blinking target.\n(Horizontal Target 5)
DexState.038.bmp	MvToBlkH.bmp	Move to blinking target.\n(Horizontal Target 6)
DexState.039.bmp	MvToBlkH.bmp	Move to blinking target.\n(Horizontal Target 7)
DexState.040.bmp	MvToBlkH.bmp	Move to blinking target.\n(Horizontal Target 8)
DexState.041.bmp	MvToBlkH.bmp	Move to blinking target.\n(Horizontal Target 9)
DexState.042.bmp	MvToBlkV.bmp	Move to blinking target.\n(Vertical Target 1)
DexState.043.bmp	MvToBlkV.bmp	Move to blinking target.\n(Vertical Target 10)
DexState.044.bmp	MvToBlkV.bmp	Move to blinking target.\n(Vertical Target 11)
DexState.045.bmp	MvToBlkV.bmp	Move to blinking target.\n(Vertical Target 12)
DexState.046.bmp	MvToBlkV.bmp	Move to blinking target.\n(Vertical Target 13)
DexState.047.bmp	MvToBlkV.bmp	Move to blinking target.\n(Vertical Target 2)
DexState.048.bmp	MvToBlkV.bmp	Move to blinking target.\n(Vertical Target 3)
DexState.049.bmp	MvToBlkV.bmp	Move to blinking target.\n(Vertical Target 4)
DexState.050.bmp	MvToBlkV.bmp	Move to blinking target.\n(Vertical Target 5)
DexState.051.bmp	MvToBlkV.bmp	Move to blinking target.\n(Vertical Target 6)
DexState.052.bmp	MvToBlkV.bmp	Move to blinking target.\n(Vertical Target 7)
DexState.053.bmp	MvToBlkV.bmp	Move to blinking target.\n(Vertical Target 8)
DexState.054.bmp	MvToBlkV.bmp	Move to blinking target.\n(Vertical Target 9)
DexState.055.bmp	WaitSubjectReady.bmp	Now pinch in the center until the desired force is achieved (see LEDs).
DexState.056.bmp	WaitSubjectReady.bmp	Now pull until slip.
DexState.057.bmp	wait.bmp	Nullifying force offsets. Please wait.
DexState.058.bmp	wait.bmp	Performing alignment ...
DexState.059.bmp	working.bmp	Pick up the manipulandum with the mass. Adjust until the grip is centered.
DexState.060.bmp	WaitSubjectReady.bmp	Pinch away from the center until the desired force is achieved. (Watch blinking Target LED.)
DexState.061.bmp	coef_frict.bmp	Pinch the manipulandum FIRMLY at the center between thumb and forefinger.
DexState.062.bmp	coef_frict.bmp	Pinch the manipulandum LIGHTLY at the center between thumb and forefinger.
DexState.063.bmp	coef_frict.bmp	Pinch the manipulandum MODERATELY at the center between thumb and forefinger.
DexState.064.bmp	wait.bmp	Preparing for acquisition.
DexState.065.bmp	wait.bmp	Processing data ...
DexState.066.bmp	wait.bmp	Saving data ...
DexState.067.bmp	working.bmp	Start oscillating movements.\nOne cycle per beep.
DexState.068.bmp	Eyesopen.bmp	Start point-to-point movements with eyes OPEN.
DexState.069.bmp	working.bmp	Tap upward or downward according to the beep and the lighted Target LEDs.
DexState.070.bmp	ok.bmp	Visibility OK.

DexAlert.001.bmp	alert.bmp	Coda misalignment detected!\n- Are reference markers in view?\nCorrect and <Retry> or call COL-CC.
DexAlert.002.bmp	alert.bmp	Collision forces outside range. Press <Retry> to repeat (once or twice) or call COL-CC.
DexAlert.003.bmp	alert.bmp	Misalignment of manipulandum markers\n > 10mm.
DexAlert.004.bmp	info.bmp	Misalignment of manipulandum markers\n > 1mm.
DexAlert.005.bmp	alert.bmp	Misalignment of manipulandum markers\n > 20mm.
DexAlert.006.bmp	info.bmp	Misalignment of manipulandum markers\n > 2mm.
DexAlert.007.bmp	info.bmp	Misalignment of manipulandum markers\n > 3mm.
DexAlert.008.bmp	info.bmp	Misalignment of manipulandum markers\n > 5mm.
DexAlert.009.bmp	alert.bmp	Misalignment of reference markers\n > 10mm.
DexAlert.010.bmp	info.bmp	Misalignment of reference markers\n > 1mm.
DexAlert.011.bmp	alert.bmp	Misalignment of reference markers\n > 20mm.
DexAlert.012.bmp	info.bmp	Misalignment of reference markers\n > 2mm.
DexAlert.013.bmp	info.bmp	Misalignment of reference markers\n > 3mm.
DexAlert.014.bmp	info.bmp	Misalignment of reference markers\n > 5mm.
DexAlert.015.bmp	alert.bmp	Movement amplitude out of range. Press <Retry> to repeat (once or twice) or call COL-CC.
DexAlert.016.bmp	alert.bmp	No grip detected.
DexAlert.017.bmp	alert.bmp	No slip detected.
DexAlert.018.bmp	alert.bmp	Not as many movements as we expected. Press <Retry> to repeat (once or twice) or call COL-CC.
DexAlert.019.bmp	alert.bmp	Number of oscillations out of range. Press <Retry> to repeat (once or twice) or call COL-CC.
DexAlert.020.bmp	CalibrateSeated.bmp	Placement error - Tracker Camera 1\n- Check configured for SEATED\n- Check camera placement\nCorrect and <Retry> or call COL-CC.
DexAlert.021.bmp	CalibrateSupine.bmp	Placement error - Tracker Camera 1\n- Check configured for SUPINE\n- Check camera placement\nCorrect and <Retry> or call COL-CC.
DexAlert.022.bmp	CalibrateSeated.bmp	Placement error - Tracker Camera 2\n- Check configured for SEATED\n- Check camera placement\nCorrect and <Retry> or call COL-CC.
DexAlert.023.bmp	CalibrateSupine.bmp	Placement error - Tracker Camera 2\n- Check configured for SUPINE\n- Check camera placement\nCorrect and <Retry> or call COL-CC.
DexAlert.024.bmp	TakeMass.bmp	Put mass in cradle X and pick up mass from cradle Y.
DexAlert.025.bmp	alert.bmp	Too long to reach blinking Target LED.\nPress <Retry> to try again.
DexAlert.026.bmp	alert.bmp	Tracker Camera misalignment detected!\n- Check reference markers in view.\nCorrect and <Retry> or call COL-CC.
DexAlert.027.bmp	alert.bmp	Tracker alignment error.\n- Check target bar on LEFT.\n- Check reference markers in view.\nCorrect and <Retry> or call COL-CC.
DexAlert.028.bmp	alert.bmp	Tracking Camera #1 off center.\n- Check boresighting.\n- Check reference markers in view.\nCorrect and <Retry> or call COL-CC.
DexAlert.029.bmp	alert.bmp	Tracking Camera #2 off center.\n- Check boresighting.\n- Check reference markers in view.\nCorrect and <Retry> or call COL-CC.
DexAlert.030.bmp	CalibrateSeated.bmp	Unexpected Configuration.\n- Check configured for SEATED.\nCorrect and <Retry> or call COL-CC.
DexAlert.031.bmp	CalibrateSupine.bmp	Unexpected Configuration.\n- Check configured for SUPINE.\nCorrect and <Retry> or call COL-CC.
DexAlert.032.bmp	HdwConfD.bmp	Unexpected Configuration\n- Check configured for SEATED.\n- Check target mast on LEFT.\n- Check reference markers visible.
DexAlert.033.bmp	HdwConfD.bmp	Unexpected Configuration\n- Check configured for SEATED.\n- Check target mast on RIGHT.\n- Check reference markers visible.
DexAlert.034.bmp	CalibrateSeated.bmp	Unexpected Configuration\n- Check configured for SEATED.\nCorrect and <Retry> or call COL-CC.
DexAlert.035.bmp	HdwConfB.bmp	Unexpected Configuration\n- Check configured for SUPINE.\n- Check target mast on LEFT.\n- Check reference markers visible.
DexAlert.036.bmp	HdwConfB.bmp	Unexpected Configuration\n- Check configured for SUPINE.\n- Check target mast on RIGHT.\n- Check reference markers visible.\n
DexAlert.037.bmp	CalibrateSupine.bmp	Unexpected Configuration\n- Check configured for SUPINE.\nCorrect and <Retry> or call COL-CC.

